hash,path,group_size
d7f00fa28c3238db,data\train\sad\12130.jpg,3
d7f00fa28c3238db,data\train\sad\30750.jpg,3
d7fd4a32c8713892,data\train\happy\13089.jpg,3
d7fd4a32c8713892,data\train\happy\15161.jpg,3
d7fd4a32c8713892,data\train\happy\29418.jpg,3
da8c4fb7cc642433,data\train\surprise\28229.jpg,3
da8c4fb7cc642433,data\train\surprise\34016.jpg,3
da8c4fb7cc642433,data\train\surprise\9942.jpg,3
de014ae62f783ed0,data\train\surprise\18546.jpg,3
de014ae62f783ed0,data\train\surprise\20329.jpg,3
de014ae62f783ed0,data\train\surprise\32824.jpg,3
de55aaa2ba282cae,data\train\surprise\14615.jpg,3
de55aaa2ba282cae,data\train\surprise\21141.jpg,3
de55aaa2ba282cae,data\train\surprise\32985.jpg,3
df0f2397912c6cc1,data\train\disgust\1975.jpg,3
df0f2397912c6cc1,data\train\disgust\28203.jpg,3
df0f2397912c6cc1,data\train\disgust\3626.jpg,3
dff808f5807c29b4,data\train\surprise\14926.jpg,3
dff808f5807c29b4,data\train\surprise\1792.jpg,3
dff808f5807c29b4,data\train\surprise\26444.jpg,3
e0e7770c953307f0,data\train\surprise\19708.jpg,3
e0e7770c953307f0,data\train\surprise\6676.jpg,3
e0e7770c953307f0,data\train\surprise\6685.jpg,3
e2a893e5883efd03,data\train\angry\15997.jpg,3
e2a893e5883efd03,data\train\angry\34204.jpg,3
e2a893e5883efd03,data\train\angry\35270.jpg,3
e2cfc9033e0ee983,data\train\angry\26396.jpg,3
e2cfc9033e0ee983,data\train\angry\29807.jpg,3
e2cfc9033e0ee983,data\train\angry\8371.jpg,3
ea112aa35d271f2e,data\train\surprise\16325.jpg,3
ea112aa35d271f2e,data\train\surprise\26678.jpg,3
ea112aa35d271f2e,data\train\surprise\27884.jpg,3
ea5ae58e65392961,data\train\surprise\14414.jpg,3
ea5ae58e65392961,data\train\surprise\16326.jpg,3
ea5ae58e65392961,data\train\surprise\8328.jpg,3
ea991ba7d4a174a2,data\train\surprise\29368.jpg,3
ea991ba7d4a174a2,data\train\surprise\31787.jpg,3
ea991ba7d4a174a2,data\train\surprise\5169.jpg,3
ee117855c0f2f1b8,data\train\sad\18318.jpg,3
ee117855c0f2f1b8,data\train\sad\19523.jpg,3
ee117855c0f2f1b8,data\train\sad\8340.jpg,3
ee51afca94294873,data\train\surprise\34169.jpg,3
ee51afca94294873,data\train\surprise\6601.jpg,3
ee51afca94294873,data\test\surprise\8928.jpg,3
ee893787a2587a89,data\train\surprise\18229.jpg,3
ee893787a2587a89,data\train\surprise\25207.jpg,3
ee893787a2587a89,data\train\surprise\7060.jpg,3
ee9a8d339d3024c7,data\train\angry\18333.jpg,3
ee9a8d339d3024c7,data\train\sad\13484.jpg,3
ee9a8d339d3024c7,data\train\sad\15522.jpg,3
f4da13f5827d5884,data\train\happy\10005.jpg,3
f4da13f5827d5884,data\train\happy\3532.jpg,3
f4da13f5827d5884,data\train\happy\3578.jpg,3
f55f72fe60602063,data\train\surprise\20624.jpg,3
f55f72fe60602063,data\train\surprise\4728.jpg,3
f55f72fe60602063,data\train\surprise\9478.jpg,3
f5d92a6485e498da,data\train\surprise\1495.jpg,3
f5d92a6485e498da,data\train\surprise\17584.jpg,3
f5d92a6485e498da,data\train\surprise\7364.jpg,3
f623d0de8f0252da,data\train\fear\13146.jpg,3
f623d0de8f0252da,data\train\fear\17074.jpg,3
f623d0de8f0252da,data\train\fear\18319.jpg,3
f89cc3938e3d4c26,data\train\surprise\10184.jpg,3
f89cc3938e3d4c26,data\train\surprise\12794.jpg,3
f89cc3938e3d4c26,data\train\surprise\5905.jpg,3
fa6f2a7cb03870a8,data\train\fear\21683.jpg,3
fa6f2a7cb03870a8,data\train\neutral\12064.jpg,3
fa6f2a7cb03870a8,data\train\neutral\1292.jpg,3
faed0d26b420fae0,data\train\disgust\8155.jpg,3
faed0d26b420fae0,data\train\surprise\14289.jpg,3
faed0d26b420fae0,data\train\surprise\15491.jpg,3
fc8fc38287693c85,data\train\disgust\10112.jpg,3
fc8fc38287693c85,data\train\disgust\21668.jpg,3
fc8fc38287693c85,data\train\disgust\30828.jpg,3
ff075657583c28c2,data\train\disgust\28791.jpg,3
ff075657583c28c2,data\train\fear\14125.jpg,3
ff075657583c28c2,data\train\fear\29328.jpg,3
ff9fe0b0d2290a45,data\train\fear\30925.jpg,3
ff9fe0b0d2290a45,data\train\fear\31965.jpg,3
ff9fe0b0d2290a45,data\train\fear\5538.jpg,3
800577d7807f5c37,data\train\surprise\13565.jpg,2
800577d7807f5c37,data\train\surprise\19222.jpg,2
800babf7916d4967,data\train\surprise\21890.jpg,2
800babf7916d4967,data\train\surprise\708.jpg,2
801f6fff201a6b98,data\train\surprise\18509.jpg,2
801f6fff201a6b98,data\train\surprise\32988.jpg,2
8040878fce78be77,data\train\surprise\16259.jpg,2
8040878fce78be77,data\train\surprise\20837.jpg,2
805f0368b7689e6f,data\train\angry\18500.jpg,2
805f0368b7689e6f,data\train\angry\7862.jpg,2
80953a97813c7d5f,data\train\angry\30213.jpg,2
80953a97813c7d5f,data\test\angry\29669.jpg,2
809a8b509e7d3dc7,data\train\happy\13754.jpg,2
809a8b509e7d3dc7,data\train\happy\27015.jpg,2
80a7ab92bfb93852,data\train\happy\20370.jpg,2
80a7ab92bfb93852,data\train\happy\30166.jpg,2
80b83bb23a3c3f72,data\train\fear\10324.jpg,2
80b83bb23a3c3f72,data\train\fear\20668.jpg,2
80c9d6839d397e65,data\train\sad\11326.jpg,2
80c9d6839d397e65,data\train\sad\986.jpg,2
80d4f20fba2c7de4,data\train\happy\20645.jpg,2
80d4f20fba2c7de4,data\train\happy\5103.jpg,2
80d807837f795967,data\train\surprise\16976.jpg,2
80d807837f795967,data\train\surprise\21934.jpg,2
80d93fd6dc303d83,data\train\surprise\13827.jpg,2
80d93fd6dc303d83,data\train\surprise\21346.jpg,2
80f857f25e782ab2,data\train\sad\10983.jpg,2
80f857f25e782ab2,data\train\sad\24667.jpg,2
80fc0bd287693cee,data\train\sad\18567.jpg,2
80fc0bd287693cee,data\train\sad\4515.jpg,2
8105ffd7287a1d26,data\train\surprise\11824.jpg,2
8105ffd7287a1d26,data\train\surprise\20996.jpg,2
810b9f03ff792893,data\train\surprise\19978.jpg,2
810b9f03ff792893,data\train\surprise\21123.jpg,2
811d37d664786d72,data\train\surprise\34111.jpg,2
811d37d664786d72,data\train\surprise\8618.jpg,2
811d77d660686df2,data\train\surprise\1681.jpg,2
811d77d660686df2,data\train\surprise\21446.jpg,2
814b6e86fc3c3c35,data\train\fear\12353.jpg,2
814b6e86fc3c3c35,data\train\fear\20398.jpg,2
815e7f367a7061a4,data\train\surprise\17454.jpg,2
815e7f367a7061a4,data\test\surprise\32132.jpg,2
815f47d376a96c21,data\train\surprise\29864.jpg,2
815f47d376a96c21,data\train\surprise\4252.jpg,2
816076a3b43f78d9,data\train\neutral\31059.jpg,2
816076a3b43f78d9,data\train\neutral\34529.jpg,2
817a5ee8a96179c9,data\train\surprise\28172.jpg,2
817a5ee8a96179c9,data\train\surprise\30312.jpg,2
817f2058f69f3487,data\train\surprise\22437.jpg,2
817f2058f69f3487,data\train\surprise\25730.jpg,2
81849e51be5f2dd2,data\train\happy\22463.jpg,2
81849e51be5f2dd2,data\train\happy\29095.jpg,2
818f96c17d293b95,data\train\neutral\30559.jpg,2
818f96c17d293b95,data\train\neutral\33041.jpg,2
8190ef12f4297fa3,data\train\angry\15471.jpg,2
8190ef12f4297fa3,data\train\angry\27130.jpg,2
819c4486f37e5b3c,data\train\fear\12188.jpg,2
819c4486f37e5b3c,data\train\fear\14138.jpg,2
81af368692393bb5,data\train\surprise\10061.jpg,2
81af368692393bb5,data\train\surprise\1028.jpg,2
81c817831f2b7f63,data\train\neutral\28175.jpg,2
81c817831f2b7f63,data\train\neutral\33901.jpg,2
81ce1690b33f78bc,data\train\neutral\19042.jpg,2
81ce1690b33f78bc,data\train\neutral\19994.jpg,2
81d4c5b5c5a5558f,data\train\happy\12245.jpg,2
81d4c5b5c5a5558f,data\train\happy\3311.jpg,2
81d50fd2fe685d81,data\train\surprise\10505.jpg,2
81d50fd2fe685d81,data\train\surprise\19691.jpg,2
81d82f825f7b4972,data\train\surprise\12974.jpg,2
81d82f825f7b4972,data\train\surprise\7388.jpg,2
81d85785b43f5959,data\train\disgust\16673.jpg,2
81d85785b43f5959,data\train\disgust\24950.jpg,2
81e87297783c6976,data\train\sad\9737.jpg,2
81e87297783c6976,data\test\sad\3972.jpg,2
8203065e1e9f1bfb,data\train\sad\25890.jpg,2
8203065e1e9f1bfb,data\train\sad\26288.jpg,2
82056aab2b3d7f25,data\train\fear\9053.jpg,2
82056aab2b3d7f25,data\train\surprise\20439.jpg,2
82092bf5fd206d67,data\train\surprise\1999.jpg,2
82092bf5fd206d67,data\train\surprise\30876.jpg,2
820d2ff7312c4d67,data\train\surprise\27147.jpg,2
820d2ff7312c4d67,data\train\surprise\35174.jpg,2
82392f5399349d67,data\train\surprise\23202.jpg,2
82392f5399349d67,data\train\surprise\32774.jpg,2
824f6f82f53c3c34,data\train\angry\2340.jpg,2
824f6f82f53c3c34,data\train\angry\27901.jpg,2
825d40f3c26d6cbb,data\train\sad\31115.jpg,2
825d40f3c26d6cbb,data\test\sad\27887.jpg,2
827a2f2e6e696893,data\train\sad\16913.jpg,2
827a2f2e6e696893,data\train\sad\5970.jpg,2
829abf9e55781e30,data\train\surprise\30725.jpg,2
829abf9e55781e30,data\train\surprise\392.jpg,2
82a557cfa62d28dc,data\train\angry\229.jpg,2
82a557cfa62d28dc,data\train\angry\30259.jpg,2
82a90fa71d3d3ca9,data\train\surprise\17230.jpg,2
82a90fa71d3d3ca9,data\train\surprise\5481.jpg,2
82c80ae71f2d6f63,data\train\neutral\12325.jpg,2
82c80ae71f2d6f63,data\train\neutral\26570.jpg,2
82caaedaa56a3dc1,data\train\fear\16572.jpg,2
82caaedaa56a3dc1,data\train\fear\7289.jpg,2
82dd2a97bb356c22,data\train\surprise\27970.jpg,2
82dd2a97bb356c22,data\train\surprise\4926.jpg,2
82ea5283f87fa94a,data\train\neutral\27219.jpg,2
82ea5283f87fa94a,data\train\neutral\35679.jpg,2
83181ff7117d296a,data\train\neutral\26774.jpg,2
83181ff7117d296a,data\train\neutral\32213.jpg,2
83342f766d484dcb,data\train\surprise\10249.jpg,2
83342f766d484dcb,data\train\surprise\28785.jpg,2
834877a2b73918f3,data\train\surprise\8656.jpg,2
834877a2b73918f3,data\train\surprise\8698.jpg,2
839aa79c956725c6,data\train\sad\11817.jpg,2
839aa79c956725c6,data\train\sad\5348.jpg,2
83adf792c3390d25,data\train\sad\23290.jpg,2
83adf792c3390d25,data\train\sad\33432.jpg,2
83cd1fc155755c62,data\train\neutral\16427.jpg,2
83cd1fc155755c62,data\train\neutral\29198.jpg,2
841717b77e7e6120,data\train\fear\12935.jpg,2
841717b77e7e6120,data\train\fear\19840.jpg,2
847a7b31264cb95b,data\train\neutral\11148.jpg,2
847a7b31264cb95b,data\train\neutral\24635.jpg,2
84c07ad3c83c37cf,data\train\neutral\21476.jpg,2
84c07ad3c83c37cf,data\train\neutral\6859.jpg,2
84c98ec6ec3c3b93,data\train\neutral\10584.jpg,2
84c98ec6ec3c3b93,data\train\neutral\7099.jpg,2
84cb4a4f397c6d64,data\train\surprise\19660.jpg,2
84cb4a4f397c6d64,data\train\surprise\24730.jpg,2
84dc5ac3986d68e7,data\train\surprise\10602.jpg,2
84dc5ac3986d68e7,data\train\surprise\22982.jpg,2
84fc5f66686919b1,data\train\surprise\30071.jpg,2
84fc5f66686919b1,data\train\surprise\719.jpg,2
85081f87a75f17a5,data\train\surprise\12473.jpg,2
85081f87a75f17a5,data\train\surprise\5941.jpg,2
85153bf2f2692a27,data\train\surprise\18362.jpg,2
85153bf2f2692a27,data\train\surprise\35305.jpg,2
851e66167d2a7f60,data\train\neutral\12740.jpg,2
851e66167d2a7f60,data\train\neutral\33403.jpg,2
85383aa245697d77,data\train\fear\1253.jpg,2
85383aa245697d77,data\train\fear\31566.jpg,2
854a4e6eec6c1d36,data\train\surprise\29771.jpg,2
854a4e6eec6c1d36,data\train\surprise\32949.jpg,2
855d2b52bc3e6869,data\train\sad\10416.jpg,2
855d2b52bc3e6869,data\train\sad\33778.jpg,2
855e6f7aac283c26,data\train\surprise\10446.jpg,2
855e6f7aac283c26,data\train\surprise\2034.jpg,2
85647e62b8e8e9c3,data\train\happy\1969.jpg,2
85647e62b8e8e9c3,data\train\happy\33480.jpg,2
85792e607c716d27,data\train\surprise\4198.jpg,2
85792e607c716d27,data\train\surprise\6712.jpg,2
858056975a5d687f,data\train\sad\33528.jpg,2
858056975a5d687f,data\test\sad\30763.jpg,2
85827e176b787932,data\train\sad\16568.jpg,2
85827e176b787932,data\test\sad\1003.jpg,2
8586d2c39e6d6a96,data\train\fear\6623.jpg,2
8586d2c39e6d6a96,data\train\sad\34541.jpg,2
858aaf839c357c47,data\train\surprise\27811.jpg,2
858aaf839c357c47,data\train\surprise\33652.jpg,2
858d0786ef7938b1,data\train\disgust\26984.jpg,2
858d0786ef7938b1,data\train\disgust\32332.jpg,2
85905f5b1a6c6b63,data\train\fear\23890.jpg,2
85905f5b1a6c6b63,data\train\fear\4911.jpg,2
85a87f07ab702976,data\train\surprise\17562.jpg,2
85a87f07ab702976,data\train\surprise\17780.jpg,2
85c05bc73c1c6dcb,data\train\happy\22726.jpg,2
85c05bc73c1c6dcb,data\train\happy\5350.jpg,2
85c11e57d3382f8b,data\train\neutral\22578.jpg,2
85c11e57d3382f8b,data\train\neutral\27159.jpg,2
85c1f2d7a078572b,data\train\surprise\2140.jpg,2
85c1f2d7a078572b,data\train\surprise\31448.jpg,2
85c43ed3385d38ab,data\train\fear\33812.jpg,2
85c43ed3385d38ab,data\train\fear\5066.jpg,2
85c81fc7b83e2d4a,data\train\disgust\10236.jpg,2
85c81fc7b83e2d4a,data\train\disgust\9343.jpg,2
85c86aa7bd3c6136,data\train\fear\19669.jpg,2
85c86aa7bd3c6136,data\train\fear\27840.jpg,2
85cd4fc398352dd4,data\train\disgust\14153.jpg,2
85cd4fc398352dd4,data\train\disgust\8512.jpg,2
85f217228c8fddcc,data\train\angry\1170.jpg,2
85f217228c8fddcc,data\train\angry\29221.jpg,2
85f66989860d177e,data\train\fear\14013.jpg,2
85f66989860d177e,data\train\fear\6524.jpg,2
861b36fbfe242446,data\train\surprise\22529.jpg,2
861b36fbfe242446,data\train\surprise\24502.jpg,2
869de29eb8357906,data\train\surprise\18764.jpg,2
869de29eb8357906,data\train\surprise\32214.jpg,2
86bc3ae0b9396971,data\train\surprise\18730.jpg,2
86bc3ae0b9396971,data\train\surprise\20484.jpg,2
875348ad00773ff8,data\train\sad\14527.jpg,2
875348ad00773ff8,data\train\sad\34060.jpg,2
875743d41f686e61,data\train\sad\16537.jpg,2
875743d41f686e61,data\train\sad\1984.jpg,2
875c57d34b68682d,data\train\surprise\20382.jpg,2
875c57d34b68682d,data\train\surprise\27877.jpg,2
875f6aaa3a2c6526,data\train\neutral\21357.jpg,2
875f6aaa3a2c6526,data\train\neutral\25952.jpg,2
87786a23373d78c1,data\train\neutral\12068.jpg,2
87786a23373d78c1,data\train\neutral\19628.jpg,2
87815a97e82d6d36,data\train\surprise\1379.jpg,2
87815a97e82d6d36,data\train\surprise\33650.jpg,2
8787789385cd634e,data\train\sad\19249.jpg,2
8787789385cd634e,data\train\sad\19736.jpg,2
879e6feac9256882,data\train\surprise\20597.jpg,2
879e6feac9256882,data\test\surprise\11721.jpg,2
87a13eb536341d8e,data\train\happy\218.jpg,2
87a13eb536341d8e,data\train\happy\25691.jpg,2
87aaaae2486879d7,data\train\sad\16800.jpg,2
87aaaae2486879d7,data\train\sad\22276.jpg,2
87c8bfc3d8247c83,data\train\surprise\29120.jpg,2
87c8bfc3d8247c83,data\train\surprise\35568.jpg,2
883d3df219363d07,data\train\sad\25588.jpg,2
883d3df219363d07,data\train\sad\8731.jpg,2
885769df296a5d60,data\train\fear\10524.jpg,2
885769df296a5d60,data\train\fear\6383.jpg,2
889a48a77d2f6d15,data\train\neutral\23079.jpg,2
889a48a77d2f6d15,data\test\neutral\35229.jpg,2
88b55fa25a3c5d62,data\train\surprise\11979.jpg,2
88b55fa25a3c5d62,data\train\surprise\22243.jpg,2
88da064b7e6d293d,data\train\fear\28098.jpg,2
88da064b7e6d293d,data\train\fear\32929.jpg,2
89285eb78097697e,data\train\neutral\12670.jpg,2
89285eb78097697e,data\train\neutral\25805.jpg,2
894dd2937c2d68c7,data\train\happy\2136.jpg,2
894dd2937c2d68c7,data\train\happy\9165.jpg,2
89904f9364793c9f,data\train\fear\5406.jpg,2
89904f9364793c9f,data\train\fear\71.jpg,2
89bd0ab6cf217896,data\train\happy\109.jpg,2
89bd0ab6cf217896,data\train\happy\22585.jpg,2
89c5c644e36a7de2,data\train\happy\28739.jpg,2
89c5c644e36a7de2,data\test\happy\18944.jpg,2
89d13e0fc48cc67d,data\train\sad\19580.jpg,2
89d13e0fc48cc67d,data\train\sad\20535.jpg,2
8a1a060b3e3d3fb9,data\train\fear\25482.jpg,2
8a1a060b3e3d3fb9,data\train\fear\25662.jpg,2
8a1a0f9f0f3a393c,data\train\surprise\21924.jpg,2
8a1a0f9f0f3a393c,data\train\surprise\27164.jpg,2
8a2b5aa33b54edc2,data\train\fear\10330.jpg,2
8a2b5aa33b54edc2,data\train\fear\8695.jpg,2
8a42aaaf8e2b0f75,data\train\surprise\20141.jpg,2
8a42aaaf8e2b0f75,data\test\surprise\32753.jpg,2
8a4867ef6c6c6827,data\train\surprise\13689.jpg,2
8a4867ef6c6c6827,data\train\surprise\28603.jpg,2
8a4a0fa72d2d6d95,data\train\surprise\10007.jpg,2
8a4a0fa72d2d6d95,data\train\surprise\23228.jpg,2
8a4aafc74d6c28f2,data\train\fear\13881.jpg,2
8a4aafc74d6c28f2,data\train\fear\15982.jpg,2
8a57ff83d22c08e6,data\train\sad\31459.jpg,2
8a57ff83d22c08e6,data\train\sad\7412.jpg,2
8a7e3fa175683528,data\train\surprise\19434.jpg,2
8a7e3fa175683528,data\train\surprise\26589.jpg,2
8a884fa7fd2c5926,data\train\surprise\18595.jpg,2
8a884fa7fd2c5926,data\train\surprise\21342.jpg,2
8a8a2fd78d792c61,data\train\fear\35643.jpg,2
8a8a2fd78d792c61,data\train\fear\8013.jpg,2
8a8b2dff856c1d24,data\train\surprise\3239.jpg,2
8a8b2dff856c1d24,data\train\surprise\8189.jpg,2
8a8e1eb32b2c6d33,data\train\neutral\10706.jpg,2
8a8e1eb32b2c6d33,data\train\neutral\503.jpg,2
8a8e6be7b9396182,data\train\neutral\13140.jpg,2
8a8e6be7b9396182,data\train\neutral\23367.jpg,2
8ab41f92243f2e1f,data\train\angry\24566.jpg,2
8ab41f92243f2e1f,data\test\angry\5519.jpg,2
8ab80bc9b44fb2b5,data\train\surprise\27593.jpg,2
8ab80bc9b44fb2b5,data\train\surprise\33025.jpg,2
8ac21fa71d715d83,data\train\fear\29106.jpg,2
8ac21fa71d715d83,data\train\fear\29405.jpg,2
8ad480878f7877d5,data\train\surprise\15056.jpg,2
8ad480878f7877d5,data\train\surprise\69.jpg,2
8b5a3df3c0214d73,data\train\surprise\6565.jpg,2
8b5a3df3c0214d73,data\train\surprise\9659.jpg,2
8b9e0f967d3d20e0,data\train\surprise\31902.jpg,2
8b9e0f967d3d20e0,data\train\surprise\4375.jpg,2
8ba903c7bd353d24,data\train\surprise\10333.jpg,2
8ba903c7bd353d24,data\train\surprise\964.jpg,2
8ba903e7bd2d2d24,data\train\surprise\12997.jpg,2
8ba903e7bd2d2d24,data\train\surprise\17900.jpg,2
8bab0242ef3d4997,data\train\fear\20636.jpg,2
8bab0242ef3d4997,data\train\fear\3777.jpg,2
8bab024eed3d4987,data\train\fear\17166.jpg,2
8bab024eed3d4987,data\train\fear\27679.jpg,2
8bab03e7bd243d24,data\train\surprise\15681.jpg,2
8bab03e7bd243d24,data\train\surprise\26999.jpg,2
8bad03e7bd343c24,data\train\fear\10208.jpg,2
8bad03e7bd343c24,data\train\fear\12898.jpg,2
8bdd0aaa082bf976,data\train\surprise\27830.jpg,2
8bdd0aaa082bf976,data\train\surprise\30873.jpg,2
8be5545a6e266aca,data\train\neutral\28472.jpg,2
8be5545a6e266aca,data\test\fear\4217.jpg,2
8bf91f87bd072308,data\train\surprise\10410.jpg,2
8bf91f87bd072308,data\train\surprise\30243.jpg,2
8bfd0f83982319ad,data\train\surprise\1084.jpg,2
8bfd0f83982319ad,data\train\surprise\8926.jpg,2
8bfe2f683a310d25,data\train\happy\25285.jpg,2
8bfe2f683a310d25,data\train\surprise\34012.jpg,2
8cc40ff387687fa0,data\train\happy\23985.jpg,2
8cc40ff387687fa0,data\train\happy\3664.jpg,2
8de85792c9694cb6,data\train\fear\20530.jpg,2
8de85792c9694cb6,data\train\fear\26931.jpg,2
8eb8daf2987c29c2,data\train\sad\26903.jpg,2
8eb8daf2987c29c2,data\train\sad\27914.jpg,2
8eba3aa3b82969e1,data\train\surprise\25776.jpg,2
8eba3aa3b82969e1,data\train\surprise\34499.jpg,2
8ec522c5842f3e3f,data\train\fear\29084.jpg,2
8ec522c5842f3e3f,data\train\fear\9820.jpg,2
8ec8c397b86c68e3,data\train\sad\16932.jpg,2
8ec8c397b86c68e3,data\train\sad\35539.jpg,2
8ecaaa83b87d2dc1,data\train\happy\30587.jpg,2
8ecaaa83b87d2dc1,data\train\happy\9248.jpg,2
8ef8daf2887c29c2,data\train\sad\10844.jpg,2
8ef8daf2887c29c2,data\train\sad\16549.jpg,2
8fd22cd22531ff90,data\train\sad\14644.jpg,2
8fd22cd22531ff90,data\train\sad\31642.jpg,2
90047782ef7b1c73,data\train\fear\27987.jpg,2
90047782ef7b1c73,data\train\fear\6373.jpg,2
90157f52ec787c8a,data\train\happy\10587.jpg,2
90157f52ec787c8a,data\train\happy\26749.jpg,2
901a174defede881,data\train\fear\30578.jpg,2
901a174defede881,data\train\fear\5256.jpg,2
908c4af71b3f6d21,data\train\neutral\28799.jpg,2
908c4af71b3f6d21,data\train\neutral\9262.jpg,2
90950bd3af123dcb,data\train\fear\19034.jpg,2
90950bd3af123dcb,data\train\fear\23197.jpg,2
90d57d283a94d5b6,data\train\fear\20844.jpg,2
90d57d283a94d5b6,data\train\fear\29105.jpg,2
90ed4293ab784d75,data\train\surprise\24589.jpg,2
90ed4293ab784d75,data\train\surprise\4332.jpg,2
90f44343f93d6e0d,data\train\neutral\33732.jpg,2
90f44343f93d6e0d,data\train\neutral\6903.jpg,2
910c57f6dd7918c4,data\train\surprise\20764.jpg,2
910c57f6dd7918c4,data\train\surprise\9271.jpg,2
910d52ab6a7529be,data\train\fear\15367.jpg,2
910d52ab6a7529be,data\train\fear\20212.jpg,2
912d4a3279356de6,data\train\neutral\24134.jpg,2
912d4a3279356de6,data\train\neutral\461.jpg,2
9144fa93542a2fde,data\train\happy\15137.jpg,2
9144fa93542a2fde,data\train\happy\29396.jpg,2
91474e646b6d3e34,data\train\happy\25086.jpg,2
91474e646b6d3e34,data\train\happy\27142.jpg,2
914a5e916e5b6ed0,data\train\surprise\28167.jpg,2
914a5e916e5b6ed0,data\train\surprise\33332.jpg,2
914c5ab16f6d6931,data\train\surprise\21443.jpg,2
914c5ab16f6d6931,data\train\surprise\9038.jpg,2
914c76ee606875b5,data\train\surprise\26156.jpg,2
914c76ee606875b5,data\train\surprise\27028.jpg,2
915c3786c1797a33,data\train\surprise\22369.jpg,2
915c3786c1797a33,data\train\surprise\27492.jpg,2
915e57fa6f2825a0,data\train\sad\19003.jpg,2
915e57fa6f2825a0,data\train\sad\24386.jpg,2
915f86da95680ee5,data\train\sad\10753.jpg,2
915f86da95680ee5,data\train\sad\17415.jpg,2
916a7e15a94d29d6,data\train\happy\23135.jpg,2
916a7e15a94d29d6,data\train\happy\3496.jpg,2
916d6a375b6c6924,data\train\neutral\30110.jpg,2
916d6a375b6c6924,data\train\neutral\32313.jpg,2
917b5ea5d8a54896,data\train\happy\21340.jpg,2
917b5ea5d8a54896,data\train\happy\24752.jpg,2
918817864b6d79be,data\train\angry\27295.jpg,2
918817864b6d79be,data\train\neutral\25355.jpg,2
918c5ea3d2959b36,data\train\angry\7322.jpg,2
918c5ea3d2959b36,data\train\fear\19297.jpg,2
918f52df4338ca33,data\train\fear\26911.jpg,2
918f52df4338ca33,data\train\fear\31489.jpg,2
91955e95fb186916,data\train\sad\1646.jpg,2
91955e95fb186916,data\train\sad\27433.jpg,2
91a48a92cf6d3d93,data\train\neutral\21388.jpg,2
91a48a92cf6d3d93,data\train\sad\33397.jpg,2
91a5aa5255715dda,data\train\fear\50.jpg,2
91a5aa5255715dda,data\train\fear\6821.jpg,2
91b85ad19a696ec5,data\train\angry\12142.jpg,2
91b85ad19a696ec5,data\train\angry\19543.jpg,2
91be0f94c56b381d,data\train\angry\18460.jpg,2
91be0f94c56b381d,data\train\angry\19500.jpg,2
91c966912e9b6bd8,data\train\surprise\33631.jpg,2
91c966912e9b6bd8,data\train\surprise\362.jpg,2
91d5aac6e9295a96,data\train\angry\2749.jpg,2
91d5aac6e9295a96,data\train\angry\31213.jpg,2
91dc3ad26a686c73,data\train\surprise\193.jpg,2
91dc3ad26a686c73,data\train\surprise\6567.jpg,2
91e9ca569997b434,data\train\angry\21168.jpg,2
91e9ca569997b434,data\train\angry\28111.jpg,2
92084ef7b93439d6,data\train\angry\10812.jpg,2
92084ef7b93439d6,data\train\angry\24622.jpg,2
921a7b337b616d21,data\train\neutral\21551.jpg,2
921a7b337b616d21,data\train\neutral\30561.jpg,2
921ace86786dec1e,data\train\surprise\10957.jpg,2
921ace86786dec1e,data\test\surprise\28421.jpg,2
92392fe593642dc6,data\train\disgust\12179.jpg,2
92392fe593642dc6,data\train\disgust\23683.jpg,2
928419a76e697d33,data\train\surprise\16199.jpg,2
928419a76e697d33,data\train\surprise\19733.jpg,2
928b3ab1f9787d20,data\train\surprise\6032.jpg,2
928b3ab1f9787d20,data\train\surprise\8683.jpg,2
929c49c6c8783fd3,data\train\disgust\21816.jpg,2
929c49c6c8783fd3,data\train\disgust\26879.jpg,2
929e5ea5ea605956,data\train\fear\22502.jpg,2
929e5ea5ea605956,data\train\fear\28404.jpg,2
92b26991271fccd9,data\train\angry\12860.jpg,2
92b26991271fccd9,data\train\angry\6632.jpg,2
92c45a933e2d2ecd,data\train\disgust\15862.jpg,2
92c45a933e2d2ecd,data\train\disgust\24431.jpg,2
92c85ec3da6d1966,data\train\surprise\1977.jpg,2
92c85ec3da6d1966,data\train\surprise\8132.jpg,2
92fdaef05d203932,data\train\surprise\27071.jpg,2
92fdaef05d203932,data\train\surprise\8979.jpg,2
93342f766d4849cb,data\train\surprise\18528.jpg,2
93342f766d4849cb,data\train\surprise\257.jpg,2
93583eb95a6d4833,data\train\surprise\15199.jpg,2
93583eb95a6d4833,data\train\surprise\18175.jpg,2
935c5acb68743d34,data\train\surprise\12908.jpg,2
935c5acb68743d34,data\train\surprise\25222.jpg,2
937e7afda9602830,data\train\surprise\18508.jpg,2
937e7afda9602830,data\train\surprise\4251.jpg,2
938d0a96e17d595c,data\train\neutral\1858.jpg,2
938d0a96e17d595c,data\train\neutral\9684.jpg,2
939b3ea6e06964a6,data\train\surprise\17944.jpg,2
939b3ea6e06964a6,data\train\surprise\35002.jpg,2
939c3c72cc70ad72,data\train\fear\25711.jpg,2
939c3c72cc70ad72,data\train\fear\4477.jpg,2
939e56aad27d0836,data\train\fear\13724.jpg,2
939e56aad27d0836,data\train\fear\8586.jpg,2
93cc4fb6cc603a33,data\train\surprise\1185.jpg,2
